MODEL LOADED D:\Projects\Multi_Agent_Graph_Analysis\prelab\models\Qwen2.5-7B-Instruct-bnb-4bit GPU GiB 5.197
DONE attention 140 400 ragognize_train_1532__partial seconds 1.153
DONE attention 141 400 ragognize_train_1586__complete seconds 1.128
DONE attention 142 400 ragognize_train_1586__partial seconds 1.134
DONE attention 143 400 ragognize_train_1747__complete seconds 0.929
DONE attention 144 400 ragognize_train_1747__partial seconds 0.738
DONE attention 145 400 ragognize_train_1766__complete seconds 1.141
DONE attention 146 400 ragognize_train_1766__partial seconds 1.131
DONE attention 147 400 ragognize_train_1782__complete seconds 1.127
DONE attention 148 400 ragognize_train_1782__partial seconds 1.133
DONE attention 149 400 ragognize_train_1861__complete seconds 1.393
DONE attention 150 400 ragognize_train_1861__partial seconds 1.588
DONE attention 151 400 ragognize_train_1953__complete seconds 1.131
DONE attention 152 400 ragognize_train_1953__partial seconds 1.563
DONE attention 153 400 ragognize_train_2125__complete seconds 1.385
DONE attention 154 400 ragognize_train_2125__partial seconds 1.388
DONE attention 155 400 ragognize_train_2141__complete seconds 1.531
DONE attention 156 400 ragognize_train_2141__partial seconds 1.337
DONE attention 157 400 ragognize_train_2179__complete seconds 1.332
DONE attention 158 400 ragognize_train_2179__partial seconds 1.359
DONE attention 159 400 ragognize_train_2295__complete seconds 1.196
DONE attention 160 400 ragognize_train_2295__partial seconds 1.208
DONE attention 161 400 ragognize_test_0387__complete seconds 0.938
DONE attention 162 400 ragognize_test_0387__partial seconds 0.928
DONE attention 163 400 ragognize_test_0452__complete seconds 0.674
DONE attention 164 400 ragognize_test_0452__partial seconds 0.684
DONE attention 165 400 ragognize_test_0645__complete seconds 0.927
DONE attention 166 400 ragognize_test_0645__partial seconds 0.744
DONE attention 167 400 ragognize_test_0648__complete seconds 0.735
DONE attention 168 400 ragognize_test_0648__partial seconds 1.139
DONE attention 169 400 ragognize_test_0681__complete seconds 1.536
DONE attention 170 400 ragognize_test_0681__partial seconds 1.325
DONE attention 171 400 ragognize_test_0889__complete seconds 0.678
DONE attention 172 400 ragognize_test_0889__partial seconds 1.112
DONE attention 173 400 ragognize_test_0959__complete seconds 0.675
DONE attention 174 400 ragognize_test_0959__partial seconds 0.673
DONE attention 175 400 ragognize_test_0964__complete seconds 0.699
DONE attention 176 400 ragognize_test_0964__partial seconds 1.349
DONE attention 177 400 ragognize_test_1018__complete seconds 0.937
DONE attention 178 400 ragognize_test_1018__partial seconds 1.558
DONE attention 179 400 ragognize_test_1117__complete seconds 0.949
DONE attention 180 400 ragognize_test_1117__partial seconds 1.147
DONE attention 181 400 ragognize_test_1241__complete seconds 0.955
DONE attention 182 400 ragognize_test_1241__partial seconds 0.941
DONE attention 183 400 ragognize_test_1420__complete seconds 0.942
DONE attention 184 400 ragognize_test_1420__partial seconds 0.949
DONE attention 185 400 ragognize_test_1463__complete seconds 0.697
DONE attention 186 400 ragognize_test_1463__partial seconds 0.694
DONE attention 187 400 ragognize_test_1548__complete seconds 0.95
DONE attention 188 400 ragognize_test_1548__partial seconds 1.143
DONE attention 189 400 ragognize_test_1740__complete seconds 0.712
DONE attention 190 400 ragognize_test_1740__partial seconds 0.71
DONE attention 191 400 ragognize_test_1866__complete seconds 0.945
DONE attention 192 400 ragognize_test_1866__partial seconds 0.953
DONE attention 193 400 ragognize_test_1974__complete seconds 0.743
DONE attention 194 400 ragognize_test_1974__partial seconds 0.706
DONE attention 195 400 ragognize_test_1979__complete seconds 0.887
DONE attention 196 400 ragognize_test_1979__partial seconds 0.89
DONE attention 197 400 ragognize_test_2096__complete seconds 0.939
DONE attention 198 400 ragognize_test_2096__partial seconds 0.937
DONE attention 199 400 ragognize_test_2206__complete seconds 0.708
DONE attention 200 400 ragognize_test_2206__partial seconds 1.099
DONE attention 201 400 ragognize_test_2293__complete seconds 0.896
DONE attention 202 400 ragognize_test_2293__partial seconds 0.942
DONE attention 203 400 ragognize_train_0088__complete seconds 1.129
DONE attention 204 400 ragognize_train_0088__partial seconds 1.147
DONE attention 205 400 ragognize_train_0095__complete seconds 0.672
DONE attention 206 400 ragognize_train_0095__partial seconds 0.902
DONE attention 207 400 ragognize_train_0445__complete seconds 0.94
DONE attention 208 400 ragognize_train_0445__partial seconds 0.951
DONE attention 209 400 ragognize_train_0584__complete seconds 0.712
DONE attention 210 400 ragognize_train_0584__partial seconds 0.696
DONE attention 211 400 ragognize_train_0613__complete seconds 0.741
DONE attention 212 400 ragognize_train_0613__partial seconds 0.699
DONE attention 213 400 ragognize_train_0845__complete seconds 0.741
DONE attention 214 400 ragognize_train_0845__partial seconds 0.744
DONE attention 215 400 ragognize_train_0855__complete seconds 0.685
DONE attention 216 400 ragognize_train_0855__partial seconds 0.878
DONE attention 217 400 ragognize_train_0913__complete seconds 0.737
DONE attention 218 400 ragognize_train_0913__partial seconds 0.748
DONE attention 219 400 ragognize_train_1145__complete seconds 0.938
DONE attention 220 400 ragognize_train_1145__partial seconds 0.742
DONE attention 221 400 ragognize_train_1159__complete seconds 0.73
DONE attention 222 400 ragognize_train_1159__partial seconds 0.738
DONE attention 223 400 ragognize_train_1168__complete seconds 0.934
DONE attention 224 400 ragognize_train_1168__partial seconds 0.738
DONE attention 225 400 ragognize_train_1279__complete seconds 0.939
DONE attention 226 400 ragognize_train_1279__partial seconds 1.531
DONE attention 227 400 ragognize_train_1511__complete seconds 0.931
DONE attention 228 400 ragognize_train_1511__partial seconds 0.949
DONE attention 229 400 ragognize_train_1686__complete seconds 0.687
DONE attention 230 400 ragognize_train_1686__partial seconds 0.684
DONE attention 231 400 ragognize_train_1892__complete seconds 0.947
DONE attention 232 400 ragognize_train_1892__partial seconds 0.962
DONE attention 233 400 ragognize_train_1996__complete seconds 0.949
DONE attention 234 400 ragognize_train_1996__partial seconds 0.949
DONE attention 235 400 ragognize_train_2214__complete seconds 1.141
DONE attention 236 400 ragognize_train_2214__partial seconds 1.133
DONE attention 237 400 ragognize_train_2266__complete seconds 0.939
DONE attention 238 400 ragognize_train_2266__partial seconds 0.947
DONE attention 239 400 ragognize_train_2328__complete seconds 1.116
DONE attention 240 400 ragognize_train_2328__partial seconds 1.133
DONE attention 241 400 ragognize_test_0690__complete seconds 0.682
DONE attention 242 400 ragognize_test_0690__partial seconds 0.911
DONE attention 243 400 ragognize_test_1012__complete seconds 0.926
DONE attention 244 400 ragognize_test_1012__partial seconds 0.932
DONE attention 245 400 ragognize_test_1021__complete seconds 0.932
DONE attention 246 400 ragognize_test_1021__partial seconds 1.332
DONE attention 247 400 ragognize_test_1668__complete seconds 0.749
DONE attention 248 400 ragognize_test_1668__partial seconds 0.703
DONE attention 249 400 ragognize_test_1722__complete seconds 1.137
DONE attention 250 400 ragognize_test_1722__partial seconds 0.952
DONE attention 251 400 ragognize_test_2227__complete seconds 1.132
DONE attention 252 400 ragognize_test_2227__partial seconds 1.125
DONE attention 253 400 ragognize_train_0001__complete seconds 0.936
DONE attention 254 400 ragognize_train_0001__partial seconds 0.952
DONE attention 255 400 ragognize_train_0061__complete seconds 0.933
DONE attention 256 400 ragognize_train_0061__partial seconds 0.944
DONE attention 257 400 ragognize_train_0151__complete seconds 0.882
DONE attention 258 400 ragognize_train_0151__partial seconds 1.136
DONE attention 259 400 ragognize_train_0189__complete seconds 1.166
DONE attention 260 400 ragognize_train_0189__partial seconds 1.138
DONE attention 261 400 ragognize_train_0230__complete seconds 0.894
DONE attention 262 400 ragognize_train_0230__partial seconds 0.893
DONE attention 263 400 ragognize_train_0235__complete seconds 1.321
DONE attention 264 400 ragognize_train_0235__partial seconds 1.337
DONE attention 265 400 ragognize_train_0380__complete seconds 1.144
DONE attention 266 400 ragognize_train_0380__partial seconds 0.933
DONE attention 267 400 ragognize_train_0399__complete seconds 1.412
DONE attention 268 400 ragognize_train_0399__partial seconds 1.14
DONE attention 269 400 ragognize_train_0403__complete seconds 0.952
DONE attention 270 400 ragognize_train_0403__partial seconds 1.341
DONE attention 271 400 ragognize_train_0466__complete seconds 0.936
DONE attention 272 400 ragognize_train_0466__partial seconds 0.945
DONE attention 273 400 ragognize_train_0514__complete seconds 0.91
DONE attention 274 400 ragognize_train_0514__partial seconds 1.137
DONE attention 275 400 ragognize_train_0615__complete seconds 1.632
DONE attention 276 400 ragognize_train_0615__partial seconds 1.604
DONE attention 277 400 ragognize_train_0642__complete seconds 0.941
DONE attention 278 400 ragognize_train_0642__partial seconds 1.132
DONE attention 279 400 ragognize_train_0646__complete seconds 0.939
DONE attention 280 400 ragognize_train_0646__partial seconds 1.152
DONE attention 281 400 ragognize_train_0653__complete seconds 1.125
DONE attention 282 400 ragognize_train_0653__partial seconds 1.138
DONE attention 283 400 ragognize_train_0949__complete seconds 0.897
DONE attention 284 400 ragognize_train_0949__partial seconds 0.699
DONE attention 285 400 ragognize_train_1068__complete seconds 0.938
DONE attention 286 400 ragognize_train_1068__partial seconds 0.935
DONE attention 287 400 ragognize_train_1147__complete seconds 0.894
DONE attention 288 400 ragognize_train_1147__partial seconds 0.947
DONE attention 289 400 ragognize_train_1155__complete seconds 0.935
DONE attention 290 400 ragognize_train_1155__partial seconds 0.94
DONE attention 291 400 ragognize_train_1160__complete seconds 1.128
DONE attention 292 400 ragognize_train_1160__partial seconds 1.338
DONE attention 293 400 ragognize_train_1219__complete seconds 0.742
DONE attention 294 400 ragognize_train_1219__partial seconds 0.743
DONE attention 295 400 ragognize_train_1333__complete seconds 1.119
DONE attention 296 400 ragognize_train_1333__partial seconds 1.13
DONE attention 297 400 ragognize_train_1336__complete seconds 0.96
DONE attention 298 400 ragognize_train_1336__partial seconds 0.934
DONE attention 299 400 ragognize_train_1401__complete seconds 0.888
DONE attention 300 400 ragognize_train_1401__partial seconds 0.883
DONE attention 301 400 ragognize_train_1478__complete seconds 0.685
DONE attention 302 400 ragognize_train_1478__partial seconds 0.678
DONE attention 303 400 ragognize_train_1505__complete seconds 0.936
DONE attention 304 400 ragognize_train_1505__partial seconds 0.953
DONE attention 305 400 ragognize_train_1542__complete seconds 0.927
DONE attention 306 400 ragognize_train_1542__partial seconds 0.93
DONE attention 307 400 ragognize_train_1657__complete seconds 0.936
DONE attention 308 400 ragognize_train_1657__partial seconds 0.933
DONE attention 309 400 ragognize_train_1661__complete seconds 1.117
DONE attention 310 400 ragognize_train_1661__partial seconds 1.138
DONE attention 311 400 ragognize_train_1664__complete seconds 1.133
DONE attention 312 400 ragognize_train_1664__partial seconds 1.126
DONE attention 313 400 ragognize_train_1773__complete seconds 0.685
DONE attention 314 400 ragognize_train_1773__partial seconds 0.892
DONE attention 315 400 ragognize_train_2028__complete seconds 0.804
DONE attention 316 400 ragognize_train_2028__partial seconds 1.207
DONE attention 317 400 ragognize_train_2062__complete seconds 0.891
DONE attention 318 400 ragognize_train_2062__partial seconds 0.935
DONE attention 319 400 ragognize_train_2331__complete seconds 0.945
DONE attention 320 400 ragognize_train_2331__partial seconds 1.126
DONE attention 321 400 ragognize_test_0059__complete seconds 1.328
DONE attention 322 400 ragognize_test_0059__partial seconds 1.403
DONE attention 323 400 ragognize_test_0172__complete seconds 1.123
DONE attention 324 400 ragognize_test_0172__partial seconds 1.519
DONE attention 325 400 ragognize_test_1644__complete seconds 0.937
DONE attention 326 400 ragognize_test_1644__partial seconds 1.337
DONE attention 327 400 ragognize_test_1723__complete seconds 1.149
DONE attention 328 400 ragognize_test_1723__partial seconds 1.325
DONE attention 329 400 ragognize_test_1817__complete seconds 0.936
DONE attention 330 400 ragognize_test_1817__partial seconds 0.941
DONE attention 331 400 ragognize_test_1887__complete seconds 0.935
DONE attention 332 400 ragognize_test_1887__partial seconds 1.349
DONE attention 333 400 ragognize_test_2231__complete seconds 0.94
DONE attention 334 400 ragognize_test_2231__partial seconds 1.13
DONE attention 335 400 ragognize_test_2340__complete seconds 1.128
DONE attention 336 400 ragognize_test_2340__partial seconds 1.138
DONE attention 337 400 ragognize_train_0043__complete seconds 0.903
DONE attention 338 400 ragognize_train_0043__partial seconds 0.886
DONE attention 339 400 ragognize_train_0169__complete seconds 1.149
DONE attention 340 400 ragognize_train_0169__partial seconds 1.133
DONE attention 341 400 ragognize_train_0253__complete seconds 0.88
DONE attention 342 400 ragognize_train_0253__partial seconds 0.887
DONE attention 343 400 ragognize_train_0265__complete seconds 0.941
DONE attention 344 400 ragognize_train_0265__partial seconds 1.138
DONE attention 345 400 ragognize_train_0284__complete seconds 0.937
DONE attention 346 400 ragognize_train_0284__partial seconds 0.952
DONE attention 347 400 ragognize_train_0354__complete seconds 1.129
DONE attention 348 400 ragognize_train_0354__partial seconds 1.334
DONE attention 349 400 ragognize_train_0366__complete seconds 0.938
DONE attention 350 400 ragognize_train_0366__partial seconds 1.131
DONE attention 351 400 ragognize_train_0368__complete seconds 1.195
DONE attention 352 400 ragognize_train_0368__partial seconds 1.801
DONE attention 353 400 ragognize_train_0498__complete seconds 0.876
DONE attention 354 400 ragognize_train_0498__partial seconds 1.076
DONE attention 355 400 ragognize_train_0719__complete seconds 1.341
DONE attention 356 400 ragognize_train_0719__partial seconds 1.337
DONE attention 357 400 ragognize_train_0891__complete seconds 1.117
DONE attention 358 400 ragognize_train_0891__partial seconds 1.136
DONE attention 359 400 ragognize_train_0928__complete seconds 0.944
DONE attention 360 400 ragognize_train_0928__partial seconds 0.949
DONE attention 361 400 ragognize_train_0951__complete seconds 1.144
DONE attention 362 400 ragognize_train_0951__partial seconds 1.154
DONE attention 363 400 ragognize_train_0974__complete seconds 0.994
DONE attention 364 400 ragognize_train_0974__partial seconds 1.412
DONE attention 365 400 ragognize_train_1035__complete seconds 1.127
DONE attention 366 400 ragognize_train_1035__partial seconds 1.533
DONE attention 367 400 ragognize_train_1042__complete seconds 1.139
DONE attention 368 400 ragognize_train_1042__partial seconds 2.0
DONE attention 369 400 ragognize_train_1205__complete seconds 0.887
DONE attention 370 400 ragognize_train_1205__partial seconds 0.946
DONE attention 371 400 ragognize_train_1359__complete seconds 1.59
DONE attention 372 400 ragognize_train_1359__partial seconds 1.609
DONE attention 373 400 ragognize_train_1415__complete seconds 1.326
DONE attention 374 400 ragognize_train_1415__partial seconds 1.533
DONE attention 375 400 ragognize_train_1472__complete seconds 0.94
DONE attention 376 400 ragognize_train_1472__partial seconds 1.135
DONE attention 377 400 ragognize_train_1543__complete seconds 1.4
DONE attention 378 400 ragognize_train_1543__partial seconds 1.41
DONE attention 379 400 ragognize_train_1711__complete seconds 1.129
DONE attention 380 400 ragognize_train_1711__partial seconds 0.889
DONE attention 381 400 ragognize_train_1777__complete seconds 1.133
DONE attention 382 400 ragognize_train_1777__partial seconds 1.127
DONE attention 383 400 ragognize_train_1821__complete seconds 0.929
DONE attention 384 400 ragognize_train_1821__partial seconds 1.149
DONE attention 385 400 ragognize_train_1869__complete seconds 1.129
DONE attention 386 400 ragognize_train_1869__partial seconds 1.116
DONE attention 387 400 ragognize_train_1871__complete seconds 1.129
DONE attention 388 400 ragognize_train_1871__partial seconds 1.135
DONE attention 389 400 ragognize_train_1879__complete seconds 1.335
DONE attention 390 400 ragognize_train_1879__partial seconds 1.346
DONE attention 391 400 ragognize_train_2144__complete seconds 1.193
DONE attention 392 400 ragognize_train_2144__partial seconds 1.386
DONE attention 393 400 ragognize_train_2167__complete seconds 1.143
DONE attention 394 400 ragognize_train_2167__partial seconds 1.137
DONE attention 395 400 ragognize_train_2232__complete seconds 1.126
DONE attention 396 400 ragognize_train_2232__partial seconds 1.139
DONE attention 397 400 ragognize_train_2268__complete seconds 1.003
DONE attention 398 400 ragognize_train_2268__partial seconds 1.212
DONE attention 399 400 ragognize_train_2314__complete seconds 1.332
DONE attention 400 400 ragognize_train_2314__partial seconds 1.147
DONE lumina 1 400 ragognize_train_0158__complete seconds 0.54
DONE lumina 2 400 ragognize_train_0158__partial seconds 0.529
DONE lumina 3 400 ragognize_train_0287__complete seconds 0.511
DONE lumina 4 400 ragognize_train_0287__partial seconds 0.526
DONE lumina 5 400 ragognize_train_0302__complete seconds 0.552
DONE lumina 6 400 ragognize_train_0302__partial seconds 0.554
DONE lumina 7 400 ragognize_train_0313__complete seconds 0.535
DONE lumina 8 400 ragognize_train_0313__partial seconds 0.536
DONE lumina 9 400 ragognize_train_0379__complete seconds 0.523
DONE lumina 10 400 ragognize_train_0379__partial seconds 0.521
DONE lumina 11 400 ragognize_train_0519__complete seconds 0.501
DONE lumina 12 400 ragognize_train_0519__partial seconds 0.632
DONE lumina 13 400 ragognize_train_0580__complete seconds 0.519
DONE lumina 14 400 ragognize_train_0580__partial seconds 0.529
DONE lumina 15 400 ragognize_train_0623__complete seconds 0.515
DONE lumina 16 400 ragognize_train_0623__partial seconds 0.512
DONE lumina 17 400 ragognize_train_0656__complete seconds 0.527
DONE lumina 18 400 ragognize_train_0656__partial seconds 0.525
DONE lumina 19 400 ragognize_train_0692__complete seconds 0.494
DONE lumina 20 400 ragognize_train_0692__partial seconds 0.5
DONE lumina 21 400 ragognize_train_0777__complete seconds 0.527
DONE lumina 22 400 ragognize_train_0777__partial seconds 0.536
DONE lumina 23 400 ragognize_train_0860__complete seconds 0.571
DONE lumina 24 400 ragognize_train_0860__partial seconds 0.564
DONE lumina 25 400 ragognize_train_0867__complete seconds 0.518
DONE lumina 26 400 ragognize_train_0867__partial seconds 0.514
DONE lumina 27 400 ragognize_train_0903__complete seconds 0.488
DONE lumina 28 400 ragognize_train_0903__partial seconds 0.504
DONE lumina 29 400 ragognize_train_0939__complete seconds 0.518
DONE lumina 30 400 ragognize_train_0939__partial seconds 0.524
DONE lumina 31 400 ragognize_train_0988__complete seconds 0.549
DONE lumina 32 400 ragognize_train_0988__partial seconds 0.55
DONE lumina 33 400 ragognize_train_1041__complete seconds 0.625
DONE lumina 34 400 ragognize_train_1041__partial seconds 0.52
DONE lumina 35 400 ragognize_train_1122__complete seconds 0.567
DONE lumina 36 400 ragognize_train_1122__partial seconds 0.636
DONE lumina 37 400 ragognize_train_1128__complete seconds 0.413
DONE lumina 38 400 ragognize_train_1128__partial seconds 0.533
DONE lumina 39 400 ragognize_train_1149__complete seconds 0.515
DONE lumina 40 400 ragognize_train_1149__partial seconds 0.52
DONE lumina 41 400 ragognize_train_1153__complete seconds 0.52
DONE lumina 42 400 ragognize_train_1153__partial seconds 0.518
DONE lumina 43 400 ragognize_train_1180__complete seconds 0.52
DONE lumina 44 400 ragognize_train_1180__partial seconds 0.519
DONE lumina 45 400 ragognize_train_1187__complete seconds 0.55
DONE lumina 46 400 ragognize_train_1187__partial seconds 0.545
DONE lumina 47 400 ragognize_train_1298__complete seconds 0.499
DONE lumina 48 400 ragognize_train_1298__partial seconds 0.505
DONE lumina 49 400 ragognize_train_1307__complete seconds 0.539
DONE lumina 50 400 ragognize_train_1307__partial seconds 0.523
DONE lumina 51 400 ragognize_train_1347__complete seconds 0.533
DONE lumina 52 400 ragognize_train_1347__partial seconds 0.539
DONE lumina 53 400 ragognize_train_1593__complete seconds 0.499
DONE lumina 54 400 ragognize_train_1593__partial seconds 0.5
DONE lumina 55 400 ragognize_train_1617__complete seconds 0.659
DONE lumina 56 400 ragognize_train_1617__partial seconds 0.553
DONE lumina 57 400 ragognize_train_1681__complete seconds 0.52
DONE lumina 58 400 ragognize_train_1681__partial seconds 0.554
DONE lumina 59 400 ragognize_train_1689__complete seconds 0.584
DONE lumina 60 400 ragognize_train_1689__partial seconds 0.582
DONE lumina 61 400 ragognize_train_1875__complete seconds 0.5
DONE lumina 62 400 ragognize_train_1875__partial seconds 0.405
DONE lumina 63 400 ragognize_train_1971__complete seconds 0.525
DONE lumina 64 400 ragognize_train_1971__partial seconds 0.503
DONE lumina 65 400 ragognize_train_2020__complete seconds 0.514
DONE lumina 66 400 ragognize_train_2020__partial seconds 0.513
DONE lumina 67 400 ragognize_train_2030__complete seconds 0.497
DONE lumina 68 400 ragognize_train_2030__partial seconds 0.5
DONE lumina 69 400 ragognize_train_2036__complete seconds 0.515
DONE lumina 70 400 ragognize_train_2036__partial seconds 0.522
DONE lumina 71 400 ragognize_train_2160__complete seconds 0.399
DONE lumina 72 400 ragognize_train_2160__partial seconds 0.423
DONE lumina 73 400 ragognize_train_2180__complete seconds 0.498
DONE lumina 74 400 ragognize_train_2180__partial seconds 0.493
DONE lumina 75 400 ragognize_train_2212__complete seconds 0.495
DONE lumina 76 400 ragognize_train_2212__partial seconds 0.488
DONE lumina 77 400 ragognize_train_2218__complete seconds 0.501
DONE lumina 78 400 ragognize_train_2218__partial seconds 0.504
DONE lumina 79 400 ragognize_train_2271__complete seconds 0.523
DONE lumina 80 400 ragognize_train_2271__partial seconds 0.523
DONE lumina 81 400 ragognize_test_0044__complete seconds 0.55
DONE lumina 82 400 ragognize_test_0044__partial seconds 0.52
DONE lumina 83 400 ragognize_test_0130__complete seconds 0.52
DONE lumina 84 400 ragognize_test_0130__partial seconds 0.528
DONE lumina 85 400 ragognize_test_0237__complete seconds 0.447
DONE lumina 86 400 ragognize_test_0237__partial seconds 0.55
DONE lumina 87 400 ragognize_test_0275__complete seconds 0.631
DONE lumina 88 400 ragognize_test_0275__partial seconds 0.52
DONE lumina 89 400 ragognize_test_0485__complete seconds 0.531
DONE lumina 90 400 ragognize_test_0485__partial seconds 0.527
DONE lumina 91 400 ragognize_test_0701__complete seconds 0.627
DONE lumina 92 400 ragognize_test_0701__partial seconds 0.623
DONE lumina 93 400 ragognize_test_0726__complete seconds 0.636
DONE lumina 94 400 ragognize_test_0726__partial seconds 0.63
DONE lumina 95 400 ragognize_test_0970__complete seconds 0.524
DONE lumina 96 400 ragognize_test_0970__partial seconds 0.523
DONE lumina 97 400 ragognize_test_0998__complete seconds 0.521
DONE lumina 98 400 ragognize_test_0998__partial seconds 0.523
DONE lumina 99 400 ragognize_test_1264__complete seconds 0.626
DONE lumina 100 400 ragognize_test_1264__partial seconds 0.622
DONE lumina 101 400 ragognize_test_1284__complete seconds 0.558
DONE lumina 102 400 ragognize_test_1284__partial seconds 0.664
DONE lumina 103 400 ragognize_train_1396__complete seconds 0.56
DONE lumina 104 400 ragognize_train_1396__partial seconds 0.679
DONE lumina 105 400 ragognize_test_1332__complete seconds 0.416
DONE lumina 106 400 ragognize_test_1332__partial seconds 0.521
DONE lumina 107 400 ragognize_test_1452__complete seconds 0.492
DONE lumina 108 400 ragognize_test_1452__partial seconds 0.499
DONE lumina 109 400 ragognize_test_1554__complete seconds 0.559
DONE lumina 110 400 ragognize_test_1554__partial seconds 0.559
DONE lumina 111 400 ragognize_test_1645__complete seconds 0.528
DONE lumina 112 400 ragognize_test_1645__partial seconds 0.536
DONE lumina 113 400 ragognize_test_2039__complete seconds 0.55
DONE lumina 114 400 ragognize_test_2039__partial seconds 0.663
DONE lumina 115 400 ragognize_test_2095__complete seconds 0.524
DONE lumina 116 400 ragognize_test_2095__partial seconds 0.523
DONE lumina 117 400 ragognize_train_0177__complete seconds 0.543
DONE lumina 118 400 ragognize_train_0177__partial seconds 0.548
DONE lumina 119 400 ragognize_train_0382__complete seconds 0.692
DONE lumina 120 400 ragognize_train_0382__partial seconds 0.566
DONE lumina 121 400 ragognize_train_0406__complete seconds 0.509
DONE lumina 122 400 ragognize_train_0406__partial seconds 0.521
DONE lumina 123 400 ragognize_train_0414__complete seconds 0.55
DONE lumina 124 400 ragognize_train_0414__partial seconds 0.553
DONE lumina 125 400 ragognize_train_0420__complete seconds 0.505
DONE lumina 126 400 ragognize_train_0420__partial seconds 0.567
DONE lumina 127 400 ragognize_train_0473__complete seconds 0.568
DONE lumina 128 400 ragognize_train_0473__partial seconds 0.661
DONE lumina 129 400 ragognize_train_0683__complete seconds 0.546
DONE lumina 130 400 ragognize_train_0683__partial seconds 0.55
DONE lumina 131 400 ragognize_train_0940__complete seconds 0.508
DONE lumina 132 400 ragognize_train_0940__partial seconds 0.519
DONE lumina 133 400 ragognize_train_1158__complete seconds 0.687
DONE lumina 134 400 ragognize_train_1158__partial seconds 0.673
DONE lumina 135 400 ragognize_train_1379__complete seconds 0.661
DONE lumina 136 400 ragognize_train_1379__partial seconds 0.672
DONE lumina 137 400 ragognize_train_1520__complete seconds 0.63
DONE lumina 138 400 ragognize_train_1520__partial seconds 0.52
DONE lumina 139 400 ragognize_train_1532__complete seconds 0.616
DONE lumina 140 400 ragognize_train_1532__partial seconds 0.526
DONE lumina 141 400 ragognize_train_1586__complete seconds 0.519
DONE lumina 142 400 ragognize_train_1586__partial seconds 0.524
DONE lumina 143 400 ragognize_train_1747__complete seconds 0.52
DONE lumina 144 400 ragognize_train_1747__partial seconds 0.424
DONE lumina 145 400 ragognize_train_1766__complete seconds 0.518
DONE lumina 146 400 ragognize_train_1766__partial seconds 0.529
DONE lumina 147 400 ragognize_train_1782__complete seconds 0.526
DONE lumina 148 400 ragognize_train_1782__partial seconds 0.531
DONE lumina 149 400 ragognize_train_1861__complete seconds 0.662
DONE lumina 150 400 ragognize_train_1861__partial seconds 0.694
DONE lumina 151 400 ragognize_train_1953__complete seconds 0.529
DONE lumina 152 400 ragognize_train_1953__partial seconds 0.66
DONE lumina 153 400 ragognize_train_2125__complete seconds 0.666
DONE lumina 154 400 ragognize_train_2125__partial seconds 0.666
DONE lumina 155 400 ragognize_train_2141__complete seconds 0.645
DONE lumina 156 400 ragognize_train_2141__partial seconds 0.634
DONE lumina 157 400 ragognize_train_2179__complete seconds 0.651
DONE lumina 158 400 ragognize_train_2179__partial seconds 0.667
DONE lumina 159 400 ragognize_train_2295__complete seconds 0.589
DONE lumina 160 400 ragognize_train_2295__partial seconds 0.584
DONE lumina 161 400 ragognize_test_0387__complete seconds 0.516
DONE lumina 162 400 ragognize_test_0387__partial seconds 0.516
DONE lumina 163 400 ragognize_test_0452__complete seconds 0.373
DONE lumina 164 400 ragognize_test_0452__partial seconds 0.367
DONE lumina 165 400 ragognize_test_0645__complete seconds 0.516
DONE lumina 166 400 ragognize_test_0645__partial seconds 0.418
DONE lumina 167 400 ragognize_test_0648__complete seconds 0.407
DONE lumina 168 400 ragognize_test_0648__partial seconds 0.53
DONE lumina 169 400 ragognize_test_0681__complete seconds 0.66
DONE lumina 170 400 ragognize_test_0681__partial seconds 0.663
DONE lumina 171 400 ragognize_test_0889__complete seconds 0.388
DONE lumina 172 400 ragognize_test_0889__partial seconds 0.51
DONE lumina 173 400 ragognize_test_0959__complete seconds 0.392
DONE lumina 174 400 ragognize_test_0959__partial seconds 0.367
DONE lumina 175 400 ragognize_test_0964__complete seconds 0.426
DONE lumina 176 400 ragognize_test_0964__partial seconds 0.656
DONE lumina 177 400 ragognize_test_1018__complete seconds 0.519
DONE lumina 178 400 ragognize_test_1018__partial seconds 0.66
DONE lumina 179 400 ragognize_test_1117__complete seconds 0.526
DONE lumina 180 400 ragognize_test_1117__partial seconds 0.523
DONE lumina 181 400 ragognize_test_1241__complete seconds 0.521
DONE lumina 182 400 ragognize_test_1241__partial seconds 0.519
DONE lumina 183 400 ragognize_test_1420__complete seconds 0.513
DONE lumina 184 400 ragognize_test_1420__partial seconds 0.528
DONE lumina 185 400 ragognize_test_1463__complete seconds 0.403
DONE lumina 186 400 ragognize_test_1463__partial seconds 0.403
DONE lumina 187 400 ragognize_test_1548__complete seconds 0.522
DONE lumina 188 400 ragognize_test_1548__partial seconds 0.528
DONE lumina 189 400 ragognize_test_1740__complete seconds 0.402
DONE lumina 190 400 ragognize_test_1740__partial seconds 0.401
DONE lumina 191 400 ragognize_test_1866__complete seconds 0.532
DONE lumina 192 400 ragognize_test_1866__partial seconds 0.526
DONE lumina 193 400 ragognize_test_1974__complete seconds 0.419
DONE lumina 194 400 ragognize_test_1974__partial seconds 0.398
DONE lumina 195 400 ragognize_test_1979__complete seconds 0.487
DONE lumina 196 400 ragognize_test_1979__partial seconds 0.491
